runtime	kernel	workers	k	n	tile	seed	pass	calls	core_mean_ns	core_min_ns	core_max_ns	cycle_mean_ns	cycle_min_ns	cycle_max_ns
recovered	wf	0	64	4097	65536	156173	2	30	191668.367	160539	919277	206187.700	173048	931606
recovered	wf	2	64	4097	65536	156173	2	30	164709.067	160549	184805	177768.433	173067	197964
recovered	wf	4	64	4097	65536	156173	2	30	169401.633	160579	196562	184323.933	173108	215581
shared	wf	0	64	4097	65536	156173	2	30	173905.733	160890	295099	184139.000	171165	303832
shared	wf	2	64	4097	65536	156173	2	30	248435.000	163022	587605	261960.033	171275	600574
shared	wf	4	64	4097	65536	156173	2	30	169768.633	161631	214469	179334.200	169813	229532
weak	direct	0	64	4097	65536	156173	2	30	190583.567	165486	324823	194639.233	168230	328739
weak	lanes4	0	64	4097	65536	156173	2	30	43207.200	42133	56083	45287.733	43836	57837
weak	lanes8	0	64	4097	65536	156173	2	30	29268.933	25719	44466	31556.567	27441	46479
weak	lanes16	0	64	4097	65536	156173	2	30	18334.933	17576	37476	20388.067	19278	39729
weak	wf	0	64	4097	257	156173	2	30	177132.100	162862	257443	206760.167	185596	296351
recovered	wf	0	64	4097	257	156173	2	30	166621.567	163042	185186	192173.433	187448	209121
recovered	wf	2	64	4097	257	156173	2	30	115822.200	109503	186637	160663.667	149993	231174
recovered	wf	4	64	4097	257	156173	2	30	76864.467	72768	121791	126284.533	116924	220919
shared	wf	0	64	4097	257	156173	2	30	192445.867	185756	213908	238043.700	224955	277653
shared	wf	2	64	4097	257	156173	2	30	137085.500	114831	201339	182796.867	154520	344092
recovered	wf	2	64	4097	4096	156173	3	30	111022.200	108111	143003	134909.367	131045	166638
recovered	wf	0	64	4097	4096	156173	3	30	172450.367	160679	245074	189461.300	175381	258685
weak	wf	0	64	4097	4096	156173	3	30	164121.167	161110	185806	177200.700	173017	207679
shared	wf	4	64	4097	257	156173	3	30	105472.733	76830	209672	147724.267	119693	252535
shared	wf	2	64	4097	257	156173	3	30	132671.233	90104	264914	182398.167	116454	442883
shared	wf	0	64	4097	257	156173	3	30	195451.433	186318	261939	238552.833	227989	303181
recovered	wf	4	64	4097	257	156173	3	30	97466.733	69714	255250	142196.800	116994	299325
recovered	wf	2	64	4097	257	156173	3	30	113240.467	109593	150644	157207.900	150143	191324
recovered	wf	0	64	4097	257	156173	3	30	168838.267	162251	197384	196547.367	186718	228099
weak	wf	0	64	4097	257	156173	3	30	165474.567	162021	188220	189418.200	184715	211775
weak	lanes16	0	64	4097	65536	156173	3	30	21368.833	17396	34772	23462.233	19098	36735
weak	lanes8	0	64	4097	65536	156173	3	30	25565.600	25398	25748	27477.600	27110	33129
weak	lanes4	0	64	4097	65536	156173	3	30	47625.800	41982	64596	49981.967	43705	67100
weak	direct	0	64	4097	65536	156173	3	30	163710.267	159678	190444	166264.967	161410	192927
shared	wf	4	64	4097	65536	156173	3	30	171705.767	160869	253747	181216.900	169061	263762
shared	wf	2	64	4097	65536	156173	3	30	192868.667	174590	285625	207689.833	184745	299686
shared	wf	0	64	4097	65536	156173	3	30	184966.800	161711	219277	198594.300	171045	236311
recovered	wf	4	64	4097	65536	156173	3	30	170966.933	160538	227759	185795.433	173058	247888
recovered	wf	2	64	4097	65536	156173	3	30	164321.400	160538	189642	177195.000	172116	201259
recovered	wf	0	64	4097	65536	156173	3	30	167405.067	160549	201760	181761.833	173058	214940
weak	wf	0	64	4097	65536	156173	3	30	172446.433	160579	250332	184820.233	170303	269361
shared	wf	4	64	4097	4096	156173	3	30	185488.967	92688	272245	206285.767	117344	290742
shared	wf	2	64	4097	4096	156173	3	30	125302.567	109127	212236	144344.567	130198	230994
shared	wf	0	64	4097	4096	156173	3	30	193353.333	178986	268750	213981.567	197905	288249
recovered	wf	4	64	4097	4096	156173	3	30	103822.067	92397	202191	127979.367	110064	220218
recovered	wf	0	64	4097	4096	156173	4	30	168390.833	160700	214218	184013.400	175431	229351
recovered	wf	2	64	4097	4096	156173	4	30	112963.600	108051	177764	136192.900	131145	201440
recovered	wf	4	64	4097	4096	156173	4	30	101710.967	96433	176242	126028.733	119318	191414
shared	wf	0	64	4097	4096	156173	4	30	180535.567	160919	255110	194721.633	172036	267037
shared	wf	2	64	4097	4096	156173	4	30	140276.533	92527	617923	159951.267	108361	644993
shared	wf	4	64	4097	4096	156173	4	30	128805.933	92848	766245	148479.367	106729	789039
weak	wf	0	64	4097	65536	156173	4	30	166484.600	160489	207548	177583.867	170183	217594
recovered	wf	0	64	4097	65536	156173	4	30	169027.500	160569	228049	183091.700	173048	241028
recovered	wf	2	64	4097	65536	156173	4	30	169625.300	160558	205236	183182.567	171645	224454
recovered	wf	4	64	4097	65536	156173	4	30	178493.400	160519	217143	195103.533	173048	235750
shared	wf	0	64	4097	65536	156173	4	30	167820.100	160929	249191	176933.233	169122	257633
shared	wf	2	64	4097	65536	156173	4	30	171025.500	160909	305975	180766.200	169092	321298
shared	wf	4	64	4097	65536	156173	4	30	178040.900	160909	263963	190520.733	169081	279385
weak	direct	0	64	4097	65536	156173	4	30	181325.667	159728	219436	185111.700	161540	221660
weak	lanes4	0	64	4097	65536	156173	4	30	44618.633	42112	59659	46888.500	43836	61862
weak	lanes8	0	64	4097	65536	156173	4	30	25937.500	25337	31086	28573.833	27050	48302
weak	lanes16	0	64	4097	65536	156173	4	30	19091.667	17426	51436	20835.300	19109	53319
weak	wf	0	64	4097	257	156173	4	30	169764.833	162021	208931	193757.667	184715	232336
recovered	wf	0	64	4097	257	156173	4	30	166087.267	162181	185577	192248.667	186598	215581
recovered	wf	2	64	4097	257	156173	4	30	113236.733	109583	144315	155629.233	150324	186096
recovered	wf	4	64	4097	257	156173	4	30	80669.100	72929	231364	128586.267	118266	260027
shared	wf	0	64	4097	257	156173	4	30	173960.633	162121	240678	199800.167	183853	291834
shared	wf	2	64	4097	257	156173	4	30	126050.467	110674	205636	169196.067	151115	249741
shared	wf	4	64	4097	257	156173	4	30	132291.733	74826	746961	188427.133	116098	787501
weak	wf	0	64	4097	4096	156173	4	30	165092.267	160419	182632	177486.700	172307	202431
shared	wf	2	64	262144	257	164092	0	4	7531809.250	7291987	7766960	11034127.000	10496665	12035578
shared	wf	4	64	262144	257	164092	0	4	5012119.250	4758973	5598983	8580115.250	7814809	8935393
weak	wf	0	64	262144	4096	164092	0	4	10477033.250	10446090	10561071	12381824.500	12271065	12488939
recovered	wf	0	64	262144	4096	164092	0	4	10518971.000	10463226	10581772	12419961.000	12300478	12530771
recovered	wf	2	64	262144	4096	164092	0	4	6815461.000	5506681	7350494	8754456.000	7412958	9283070
recovered	wf	4	64	262144	4096	164092	0	4	4243209.750	3691852	4800842	6253365.250	5657757	6905222
shared	wf	0	64	262144	4096	164092	0	4	10620164.000	10500020	10939764	12566869.750	12372826	12927281
shared	wf	2	64	262144	4096	164092	0	4	7327269.000	7095395	7768407	9559122.250	9068220	10117061
shared	wf	4	64	262144	4096	164092	0	4	4725144.750	4652667	4858863	8067331.500	6834472	9242174
weak	wf	0	64	262144	65536	164092	0	4	10555152.000	10497256	10599578	11629938.500	11537724	11685824
recovered	wf	0	64	262144	65536	164092	0	4	10535162.500	10521442	10560981	11598053.750	11541840	11655519
recovered	wf	2	64	262144	65536	164092	0	4	5705678.000	5397620	6030070	7168158.500	6516334	7873703
recovered	wf	4	64	262144	65536	164092	0	4	4908592.000	3895294	6035258	6216014.750	5051034	7861495
shared	wf	0	64	262144	65536	164092	0	4	10790427.250	10612808	11196847	11754704.000	11578364	12166449
shared	wf	2	64	262144	65536	164092	0	4	7518991.750	7320550	7887794	8700486.500	8347598	9512581
shared	wf	4	64	262144	65536	164092	0	4	6379074.750	5438696	7933532	8433728.750	6492163	10510856
weak	direct	0	64	262144	65536	164092	0	4	10677323.750	10666007	10699907	10822294.500	10803301	10852695
weak	lanes4	0	64	262144	65536	164092	0	4	2912888.000	2707628	3329132	3063680.000	2858142	3493818
weak	lanes8	0	64	262144	65536	164092	0	4	1733258.500	1723074	1743984	1867320.250	1851765	1893787
weak	lanes16	0	64	262144	65536	164092	0	4	1230515.500	1145504	1370719	1364965.750	1283770	1503958
weak	wf	0	64	262144	257	164092	0	4	10541389.250	10522764	10563755	13355700.750	13284572	13445562
recovered	wf	0	64	262144	257	164092	0	4	10596278.000	10533900	10718525	13336860.500	13277082	13451932
recovered	wf	2	64	262144	257	164092	0	4	6249336.750	5376067	7547218	9170474.750	8190705	10811503
recovered	wf	4	64	262144	257	164092	0	4	4318782.500	3683610	4954120	7934421.000	6684444	10311109
shared	wf	0	64	262144	257	164092	0	4	10707350.750	10597245	10834297	13725556.000	13547233	14045094
recovered	wf	4	64	262144	4096	164092	1	4	4160928.500	3783769	4893996	6209571.500	5812367	7028171
recovered	wf	2	64	262144	4096	164092	1	4	6132209.750	5356959	7084139	8067955.000	7335453	9050384
recovered	wf	0	64	262144	4096	164092	1	4	11756664.750	10625898	14297810	13930408.500	12630019	16414589
weak	wf	0	64	262144	4096	164092	1	4	10476545.250	10428764	10548342	12334473.500	12302521	12366957
shared	wf	4	64	262144	257	164092	1	4	4637567.500	4267028	4800997	9917999.000	7847604	10948918
shared	wf	2	64	262144	257	164092	1	4	7697970.500	7596030	7899195	11439291.000	10764894	12146254
shared	wf	0	64	262144	257	164092	1	4	10887571.500	10584075	11251378	14091134.750	13579391	15086363
recovered	wf	4	64	262144	257	164092	1	4	4234404.250	3739193	4842764	7131481.500	6645256	7714557
recovered	wf	2	64	262144	257	164092	1	4	6887275.500	5654502	7441129	9767557.750	8545041	10326542
recovered	wf	0	64	262144	257	164092	1	4	10615144.000	10539869	10791053	13398932.750	13226997	13652750
weak	wf	0	64	262144	257	164092	1	4	10541286.500	10514872	10572758	13350973.500	13291132	13403349
weak	lanes16	0	64	262144	65536	164092	1	4	1142274.250	1135439	1145194	1274290.500	1268176	1290530
weak	lanes8	0	64	262144	65536	164092	1	4	1729658.000	1723333	1736252	1859015.500	1845125	1872656
weak	lanes4	0	64	262144	65536	164092	1	4	2889381.000	2795108	3058731	3036524.250	2947454	3204887
weak	direct	0	64	262144	65536	164092	1	4	10687451.250	10664354	10737633	10827592.750	10795570	10894247
shared	wf	4	64	262144	65536	164092	1	4	5886544.250	5745312	6017887	7697914.250	7386793	7940468
shared	wf	2	64	262144	65536	164092	1	4	7676470.750	7415167	8122753	9016631.750	8359491	9718037
shared	wf	0	64	262144	65536	164092	1	4	10624104.750	10518348	10809230	11681720.500	11426478	11974904
recovered	wf	4	64	262144	65536	164092	1	4	4509228.000	3756608	6401043	5709305.750	4954300	7582009
recovered	wf	2	64	262144	65536	164092	1	4	6784485.500	5376248	7597472	7938742.500	6612828	8780262
recovered	wf	0	64	262144	65536	164092	1	4	10634670.500	10518818	10893736	11702764.250	11552726	11930578
weak	wf	0	64	262144	65536	164092	1	4	10531116.500	10500411	10592708	11557964.000	11516782	11621088
shared	wf	4	64	262144	4096	164092	1	4	4651702.500	4579447	4709832	7897166.000	7629426	8431213
shared	wf	2	64	262144	4096	164092	1	4	7505875.250	7360766	7646952	9912875.750	9334627	10536630
shared	wf	0	64	262144	4096	164092	1	4	10600988.000	10478188	10770252	12536021.500	12350423	12846371
weak	wf	0	64	262144	4096	164092	2	4	10494535.500	10437838	10591330	12375764.000	12336072	12460450
recovered	wf	0	64	262144	4096	164092	2	4	10486752.750	10450526	10537075	12381150.750	12333127	12425264
recovered	wf	2	64	262144	4096	164092	2	4	6386310.750	5367134	7340380	8368900.250	7361221	9328117
recovered	wf	4	64	262144	4096	164092	2	4	4216933.000	3742467	4736756	6191773.500	5644657	6634950
shared	wf	0	64	262144	4096	164092	2	4	11089719.500	10505788	12111758	13360102.000	12353147	15457264
shared	wf	2	64	262144	4096	164092	2	4	5825030.750	5634562	6214195	9685556.250	9054109	11045242
shared	wf	4	64	262144	4096	164092	2	4	4743793.250	4685600	4796221	7866799.000	6735064	9247617
weak	wf	0	64	262144	65536	164092	2	4	10513026.750	10499029	10545187	11566714.250	11535320	11587337
recovered	wf	0	64	262144	65536	164092	2	4	10525372.500	10511457	10560049	11619025.000	11556322	11659475
recovered	wf	2	64	262144	65536	164092	2	4	5747780.250	5394465	6035558	7092676.000	6572087	7846142
recovered	wf	4	64	262144	65536	164092	2	4	4657916.750	3700495	5703455	5985459.000	4884006	7305127
shared	wf	0	64	262144	65536	164092	2	4	10730683.250	10570915	11095266	11623681.500	11489762	11984458
shared	wf	2	64	262144	65536	164092	2	4	7775504.500	7576076	7989565	9108402.500	8523475	9831195
shared	wf	4	64	262144	65536	164092	2	4	6139290.500	5794296	6956303	7583343.500	6977675	7950001
weak	direct	0	64	262144	65536	164092	2	4	10683165.250	10655512	10730563	10836836.500	10804143	10917672
weak	lanes4	0	64	262144	65536	164092	2	4	2767997.750	2723752	2878713	2909097.750	2868006	3016117
weak	lanes8	0	64	262144	65536	164092	2	4	1722725.250	1714751	1732948	1854283.250	1833147	1882420
weak	lanes16	0	64	262144	65536	164092	2	4	1265389.500	1141848	1495374	1398020.000	1272163	1622664
weak	wf	0	64	262144	257	164092	2	4	10541654.250	10522764	10566038	13374971.750	13334417	13433023
recovered	wf	0	64	262144	257	164092	2	4	10555302.500	10535182	10573940	13365880.750	13286585	13508295
recovered	wf	2	64	262144	257	164092	2	4	5586886.250	5388486	5821350	9108219.750	8233508	11155345
recovered	wf	4	64	262144	257	164092	2	4	3970574.000	3745812	4565071	6893407.250	6574750	7682890
shared	wf	0	64	262144	257	164092	2	4	11255571.750	10616173	12175563	14958552.750	13588525	17029623
shared	wf	2	64	262144	257	164092	2	4	7486980.500	7413824	7560387	11042221.750	10421999	11769864
shared	wf	4	64	262144	257	164092	2	4	4870875.000	4786961	4943419	8738893.750	7865521	9767199
recovered	wf	0	64	262144	4096	164092	3	4	10503855.750	10467422	10563324	12332486.000	12296192	12392556
weak	wf	0	64	262144	4096	164092	3	4	10559338.250	10442955	10762360	12510005.500	12431634	12620505
shared	wf	4	64	262144	257	164092	3	4	5382744.000	4732105	7084279	9775556.250	7865787	11508355
shared	wf	2	64	262144	257	164092	3	4	7757894.750	7568449	7908655	11169434.750	10776742	11913883
shared	wf	0	64	262144	257	164092	3	4	10629137.250	10569213	10701880	13849755.500	13570327	14364679
recovered	wf	4	64	262144	257	164092	3	4	4253410.000	3623501	4884816	7144330.250	6520920	7750750
recovered	wf	2	64	262144	257	164092	3	4	5466269.500	5320716	5734410	8398901.750	8243043	8697368
recovered	wf	0	64	262144	257	164092	3	4	10553562.250	10546760	10560590	13245001.000	13224293	13276010
weak	wf	0	64	262144	257	164092	3	4	10596038.000	10490016	10757903	13394573.500	13242800	13596076
weak	lanes16	0	64	262144	65536	164092	3	4	1141913.500	1137372	1146014	1275530.250	1267366	1284190
weak	lanes8	0	64	262144	65536	164092	3	4	1924585.250	1710935	2139843	2083131.250	1879556	2299571
weak	lanes4	0	64	262144	65536	164092	3	4	2717858.000	2698544	2726637	2850703.500	2821838	2876720
weak	direct	0	64	262144	65536	164092	3	4	10705122.250	10662061	10812735	10862779.500	10808529	11017930
shared	wf	4	64	262144	65536	164092	3	4	5945303.250	5792923	6009745	8388820.750	7999376	8760557
shared	wf	2	64	262144	65536	164092	3	4	8433279.250	7526031	10264545	10771255.000	9062036	12093586
shared	wf	0	64	262144	65536	164092	3	4	10766874.500	10573339	11101655	11732989.500	11509822	12074853
recovered	wf	4	64	262144	65536	164092	3	4	4184384.750	3560767	5602955	5342785.500	4682746	6842138
recovered	wf	2	64	262144	65536	164092	3	4	6564835.750	5362407	7608528	7709446.000	6551956	8852940
recovered	wf	0	64	262144	65536	164092	3	4	10562881.000	10540160	10606959	11608198.500	11589581	11627737
weak	wf	0	64	262144	65536	164092	3	4	10537453.500	10490366	10618096	11573086.250	11506607	11654418
shared	wf	4	64	262144	4096	164092	3	4	4655067.250	4621275	4687012	8526088.750	7475866	9184377
shared	wf	2	64	262144	4096	164092	3	4	7317576.000	7108325	7678833	9469975.000	9020645	9869682
shared	wf	0	64	262144	4096	164092	3	4	10621390.750	10520391	10744113	12513410.500	12345365	12603319
recovered	wf	4	64	262144	4096	164092	3	4	4095420.000	3725993	4861122	6077593.750	5726800	6832203
recovered	wf	2	64	262144	4096	164092	3	4	6626500.500	5354756	7327791	8497784.250	7338367	9171064
recovered	wf	2	64	262144	4096	164092	4	4	6285090.000	5342728	7325959	8243936.500	7260100	9272504
recovered	wf	4	64	262144	4096	164092	4	4	4144447.750	3817809	4844978	6349866.500	5837745	7705984
shared	wf	0	64	262144	4096	164092	4	4	10587004.750	10503485	10732376	12804561.000	12439906	13179957
shared	wf	2	64	262144	4096	164092	4	4	5798390.750	5756103	5834219	8565755.250	7642739	9357962
shared	wf	4	64	262144	4096	164092	4	4	4738271.000	4684163	4802604	7563721.750	6683017	8184405
weak	wf	0	64	262144	65536	164092	4	4	10524284.000	10500331	10572999	11552693.500	11521039	11631263
recovered	wf	0	64	262144	65536	164092	4	4	10609435.250	10504076	10890872	11707033.000	11569942	11960052
recovered	wf	2	64	262144	65536	164092	4	4	6464083.500	5351131	7600797	7637426.750	6595422	8747393
recovered	wf	4	64	262144	65536	164092	4	4	4667147.750	3692763	5880268	5848448.000	4877796	7068155
shared	wf	0	64	262144	65536	164092	4	4	11096520.500	10592358	11616451	12290131.000	11561789	13330211
shared	wf	2	64	262144	65536	164092	4	4	7318170.500	7083002	7549736	8847670.750	8066044	9653450
shared	wf	4	64	262144	65536	164092	4	4	5589044.500	4596923	6541606	7862666.750	6316181	9218368
weak	direct	0	64	262144	65536	164092	4	4	10688142.250	10670563	10729512	10834823.250	10806296	10892644
weak	lanes4	0	64	262144	65536	164092	4	4	3078256.750	2978791	3149486	3221041.500	3117928	3292968
weak	lanes8	0	64	262144	65536	164092	4	4	1719100.000	1709724	1737074	1850202.500	1834139	1871134
weak	lanes16	0	64	262144	65536	164092	4	4	1135809.250	1133286	1139685	1271161.250	1252984	1289439
weak	wf	0	64	262144	257	164092	4	4	10556967.000	10511557	10657895	13398619.500	13301958	13515106
recovered	wf	0	64	262144	257	164092	4	4	10582923.250	10540340	10688891	13598487.000	13476298	13764656
recovered	wf	2	64	262144	257	164092	4	4	6424392.250	5381205	7464495	9271775.250	8304333	10301014
recovered	wf	4	64	262144	257	164092	4	4	4363171.000	3809818	4863676	7338754.500	6779014	7750219
shared	wf	0	64	262144	257	164092	4	4	10646105.000	10557947	10769881	13681220.250	13546843	13799508
shared	wf	2	64	262144	257	164092	4	4	7677544.000	7562851	7914153	11219104.750	10740733	12169544
shared	wf	4	64	262144	257	164092	4	4	4920202.000	4775559	5069281	8815432.000	8132904	9419593
weak	wf	0	64	262144	4096	164092	4	4	10508745.750	10454543	10614741	12390152.000	12336743	12523350
recovered	wf	0	64	262144	4096	164092	4	4	10506203.000	10480661	10548853	12385789.000	12305275	12462389
shared	wf	4	64	0	257	172011	0	256	37.129	30	81	274.824	200	16615
weak	wf	0	64	0	4096	172011	0	256	49.188	40	91	381.668	340	591
recovered	wf	0	64	0	4096	172011	0	256	36.188	30	50	228.941	220	321
recovered	wf	2	64	0	4096	172011	0	256	36.422	30	60	229.645	220	341
recovered	wf	4	64	0	4096	172011	0	256	36.301	30	60	228.578	220	351
shared	wf	0	64	0	4096	172011	0	256	49.523	40	100	291.367	240	410
shared	wf	2	64	0	4096	172011	0	256	36.379	30	60	205.469	200	331
shared	wf	4	64	0	4096	172011	0	256	36.535	30	60	204.754	200	320
weak	wf	0	64	0	65536	172011	0	256	50.227	40	90	377.996	350	521
recovered	wf	0	64	0	65536	172011	0	256	36.027	30	60	227.520	220	310
recovered	wf	2	64	0	65536	172011	0	256	36.184	30	60	228.223	220	341
recovered	wf	4	64	0	65536	172011	0	256	36.621	30	60	229.086	220	331
shared	wf	0	64	0	65536	172011	0	256	47.594	40	90	289.715	240	420
shared	wf	2	64	0	65536	172011	0	256	36.180	30	60	204.914	200	310
shared	wf	4	64	0	65536	172011	0	256	48.105	40	71	290.426	240	381
weak	direct	0	64	0	65536	172011	0	256	30.316	30	41	110.484	100	181
weak	lanes4	0	64	0	65536	172011	0	256	30.320	30	40	111.449	110	160
weak	lanes8	0	64	0	65536	172011	0	256	30.746	30	41	110.832	100	160
weak	lanes16	0	64	0	65536	172011	0	256	30.363	30	40	110.871	110	200
weak	wf	0	64	0	257	172011	0	256	36.523	30	70	257.559	250	380
recovered	wf	0	64	0	257	172011	0	256	35.863	30	50	228.902	220	331
recovered	wf	2	64	0	257	172011	0	256	36.270	30	70	228.750	220	351
recovered	wf	4	64	0	257	172011	0	256	36.230	30	70	229.945	220	350
shared	wf	0	64	0	257	172011	0	256	36.273	30	70	204.441	200	351
shared	wf	2	64	0	257	172011	0	256	49.652	40	100	299.113	240	440
recovered	wf	2	64	0	4096	172011	1	256	38.762	30	80	258.750	220	2433
recovered	wf	0	64	0	4096	172011	1	256	36.703	30	121	291.578	220	15764
weak	wf	0	64	0	4096	172011	1	256	36.074	30	80	255.656	250	360
shared	wf	4	64	0	257	172011	1	256	39.371	30	190	231.691	200	2093
shared	wf	2	64	0	257	172011	1	256	36.230	30	70	205.266	200	360
shared	wf	0	64	0	257	172011	1	256	39.266	30	140	237.828	200	2474
recovered	wf	4	64	0	257	172011	1	256	51.098	40	191	399.191	271	12899
recovered	wf	2	64	0	257	172011	1	256	36.332	30	70	232.492	230	330
recovered	wf	0	64	0	257	172011	1	256	37.906	30	81	250.254	220	491
weak	wf	0	64	0	257	172011	1	256	36.074	30	70	252.930	250	421
weak	lanes16	0	64	0	65536	172011	1	256	30.238	30	40	109.848	100	191
weak	lanes8	0	64	0	65536	172011	1	256	33.617	30	41	248.379	120	16745
weak	lanes4	0	64	0	65536	172011	1	256	30.543	30	40	114.516	110	170
weak	direct	0	64	0	65536	172011	1	256	30.391	30	40	111.180	110	171
shared	wf	4	64	0	65536	172011	1	256	52.113	40	100	305.004	250	440
shared	wf	2	64	0	65536	172011	1	256	46.098	30	81	284.230	200	601
shared	wf	0	64	0	65536	172011	1	256	40.645	30	331	234.469	200	2373
recovered	wf	4	64	0	65536	172011	1	256	38.609	30	230	242.973	220	601
recovered	wf	2	64	0	65536	172011	1	256	36.195	30	60	228.148	220	331
recovered	wf	0	64	0	65536	172011	1	256	37.863	30	80	244.898	220	501
weak	wf	0	64	0	65536	172011	1	256	41.328	30	360	304.113	250	3175
shared	wf	4	64	0	4096	172011	1	256	39.227	30	240	236.160	200	2093
shared	wf	2	64	0	4096	172011	1	256	49.984	40	90	307.441	240	441
shared	wf	0	64	0	4096	172011	1	256	47.184	40	100	285.074	240	430
recovered	wf	4	64	0	4096	172011	1	256	49.648	40	90	334.777	300	451
recovered	wf	0	64	0	4096	172011	2	256	36.039	30	60	228.465	220	361
recovered	wf	2	64	0	4096	172011	2	256	47.098	30	190	321.910	220	610
recovered	wf	4	64	0	4096	172011	2	256	36.391	30	70	229.641	220	340
shared	wf	0	64	0	4096	172011	2	256	48.098	40	100	289.766	240	430
shared	wf	2	64	0	4096	172011	2	256	49.109	40	90	294.699	240	401
shared	wf	4	64	0	4096	172011	2	256	48.129	40	80	304.863	240	5347
weak	wf	0	64	0	65536	172011	2	256	50.000	40	101	374.547	360	511
recovered	wf	0	64	0	65536	172011	2	256	35.789	30	60	228.582	220	340
recovered	wf	2	64	0	65536	172011	2	256	36.531	30	70	228.766	220	360
recovered	wf	4	64	0	65536	172011	2	256	37.391	30	120	246.410	220	2544
shared	wf	0	64	0	65536	172011	2	256	36.074	30	70	204.055	200	341
shared	wf	2	64	0	65536	172011	2	256	49.109	40	90	293.227	241	421
shared	wf	4	64	0	65536	172011	2	256	49.461	40	90	301.812	240	420
weak	direct	0	64	0	65536	172011	2	256	31.387	30	41	141.422	110	3115
weak	lanes4	0	64	0	65536	172011	2	256	33.012	30	41	142.480	120	200
weak	lanes8	0	64	0	65536	172011	2	256	30.660	30	40	110.426	100	171
weak	lanes16	0	64	0	65536	172011	2	256	30.289	30	40	109.703	100	181
weak	wf	0	64	0	257	172011	2	256	38.598	30	190	283.895	250	2344
recovered	wf	0	64	0	257	172011	2	256	36.648	30	130	230.336	220	481
recovered	wf	2	64	0	257	172011	2	256	36.277	30	61	228.547	220	361
recovered	wf	4	64	0	257	172011	2	256	38.023	30	91	244.227	220	451
shared	wf	0	64	0	257	172011	2	256	39.273	30	110	228.348	200	501
shared	wf	2	64	0	257	172011	2	256	36.113	30	50	206.527	200	430
shared	wf	4	64	0	257	172011	2	256	36.227	30	60	204.375	200	310
weak	wf	0	64	0	4096	172011	2	256	49.840	40	130	547.387	330	40751
weak	wf	0	64	0	4096	172011	3	256	35.602	30	80	254.941	250	371
shared	wf	4	64	0	257	172011	3	256	48.398	40	91	291.492	240	431
shared	wf	2	64	0	257	172011	3	256	36.488	30	70	205.152	200	351
shared	wf	0	64	0	257	172011	3	256	36.250	30	70	205.176	200	341
recovered	wf	4	64	0	257	172011	3	256	41.105	30	621	263.430	220	3074
recovered	wf	2	64	0	257	172011	3	256	37.547	30	80	243.203	220	561
recovered	wf	0	64	0	257	172011	3	256	112.348	30	18618	331.043	220	18989
weak	wf	0	64	0	257	172011	3	256	35.879	30	71	255.254	250	421
weak	lanes16	0	64	0	65536	172011	3	256	30.277	30	40	110.320	100	160
weak	lanes8	0	64	0	65536	172011	3	256	30.750	30	41	110.047	100	160
weak	lanes4	0	64	0	65536	172011	3	256	30.629	30	41	111.805	110	190
weak	direct	0	64	0	65536	172011	3	256	30.281	30	40	110.676	100	181
shared	wf	4	64	0	65536	172011	3	256	59.547	40	2844	363.082	240	3425
shared	wf	2	64	0	65536	172011	3	256	49.688	40	80	308.777	290	401
shared	wf	0	64	0	65536	172011	3	256	47.719	40	100	285.699	250	450
recovered	wf	4	64	0	65536	172011	3	256	36.547	30	60	229.211	220	320
recovered	wf	2	64	0	65536	172011	3	256	48.988	40	190	342.391	300	511
recovered	wf	0	64	0	65536	172011	3	256	39.812	30	70	281.621	220	3966
weak	wf	0	64	0	65536	172011	3	256	48.543	40	190	441.309	330	3565
shared	wf	4	64	0	4096	172011	3	256	48.355	40	100	293.641	240	451
shared	wf	2	64	0	4096	172011	3	256	36.488	30	60	204.559	200	351
shared	wf	0	64	0	4096	172011	3	256	57.125	40	151	307.066	260	521
recovered	wf	4	64	0	4096	172011	3	256	36.336	30	60	228.859	220	351
recovered	wf	2	64	0	4096	172011	3	256	36.621	30	70	228.633	220	351
recovered	wf	0	64	0	4096	172011	3	256	36.184	30	60	229.988	220	391
recovered	wf	4	64	0	4096	172011	4	256	38.195	30	70	259.457	220	2404
shared	wf	0	64	0	4096	172011	4	256	36.609	30	60	205.703	200	320
shared	wf	2	64	0	4096	172011	4	256	47.812	40	100	291.246	240	441
shared	wf	4	64	0	4096	172011	4	256	36.633	30	80	205.633	200	340
weak	wf	0	64	0	65536	172011	4	256	38.102	30	100	275.883	250	551
recovered	wf	0	64	0	65536	172011	4	256	36.234	30	60	291.848	220	15874
recovered	wf	2	64	0	65536	172011	4	256	36.301	30	50	229.051	220	350
recovered	wf	4	64	0	65536	172011	4	256	36.375	30	70	229.453	220	351
shared	wf	0	64	0	65536	172011	4	256	48.094	40	70	362.984	240	18217
shared	wf	2	64	0	65536	172011	4	256	38.074	30	60	203.387	200	321
shared	wf	4	64	0	65536	172011	4	256	36.336	30	60	204.441	200	330
weak	direct	0	64	0	65536	172011	4	256	30.434	30	41	110.199	100	160
weak	lanes4	0	64	0	65536	172011	4	256	30.574	30	40	112.773	110	170
weak	lanes8	0	64	0	65536	172011	4	256	31.328	30	170	112.953	110	260
weak	lanes16	0	64	0	65536	172011	4	256	30.320	30	40	109.773	100	170
weak	wf	0	64	0	257	172011	4	256	48.688	40	110	382.508	321	631
recovered	wf	0	64	0	257	172011	4	256	41.785	30	130	274.520	220	441
